life_expectancy,alcohol,hepatitis_b,measles,polio,diphtheria,hiv/aids
79.0,2.21,95.0,0,96.0,95.0,0.4
75.0,2.4,85.0,0,85.0,85.0,0.4
69.7,2.38,89.0,0,9.0,89.0,0.4
69.2,2.35,87.0,0,87.0,87.0,0.4
69.6,2.4,92.0,0,88.0,87.0,0.4
69.4,2.45,92.0,0,84.0,84.0,0.4
69.3,2.41,92.0,0,82.0,82.0,0.3
68.4,2.53,92.0,0,78.0,77.0,0.3
67.7,2.63,92.0,0,8.0,81.0,0.2
59.0,3.755,54.0,243,42.0,54.0,0.5
58.1,0.01,51.0,175,42.0,51.0,0.5
58.8,0.01,63.0,53,63.0,63.0,1.0
58.4,0.01,62.0,6,63.0,62.0,1.9
58.1,0.22,63.0,11,63.0,63.0,2.0
57.8,0.2,64.0,45,62.0,64.0,2.2
57.3,0.18,57.0,264,6.0,57.0,2.3
56.8,0.21,57.0,89,59.0,6.0,2.3
56.4,0.19,57.0,3,46.0,63.0,2.4
55.6,0.16,92.0,4,53.0,57.0,2.6
54.7,0.21,92.0,99,59.0,59.0,2.7
54.0,0.34,92.0,10,65.0,6.0,2.8
53.3,0.18,92.0,2497,61.0,57.0,2.9
52.9,0.21,92.0,2151,56.0,53.0,3.0
52.5,0.17,92.0,7408,52.0,5.0,3.0
52.5,0.17,92.0,11294,47.0,46.0,3.0
58.9,3.755,87.0,153,87.0,87.0,3.2
58.4,0.01,87.0,1,87.0,87.0,3.4
58.1,0.01,87.0,0,87.0,87.0,4.5
57.6,0.01,87.0,0,87.0,87.0,5.3
57.1,3.57,86.0,0,85.0,86.0,5.7
56.7,3.21,83.0,26,82.0,83.0,5.9
56.3,2.55,8.0,0,78.0,8.0,6.0
55.6,2.64,92.0,12,77.0,77.0,6.0
55.0,2.98,92.0,1,76.0,74.0,5.7
54.4,3.22,92.0,0,74.0,71.0,5.6
53.9,3.1,92.0,0,73.0,68.0,5.4
53.5,2.58,92.0,3526,69.0,64.0,5.0
53.0,2.16,92.0,1158,65.0,6.0,4.6
52.8,2.47,92.0,298,61.0,57.0,4.1
52.5,2.55,92.0,126,56.0,53.0,3.6
52.1,2.84,92.0,0,52.0,49.0,3.1
66.2,3.755,95.0,0,92.0,95.0,0.3
66.0,7.64,98.0,0,97.0,98.0,0.3
65.9,7.56,98.0,0,98.0,98.0,0.3
65.8,7.57,97.0,0,97.0,97.0,0.3
65.6,7.56,93.0,0,93.0,93.0,0.4
65.9,7.52,95.0,0,95.0,95.0,0.4
66.1,7.49,98.0,0,97.0,98.0,0.3
66.3,7.32,93.0,0,93.0,93.0,0.8
65.7,7.2,94.0,0,94.0,94.0,1.9
65.2,7.04,93.0,0,92.0,93.0,1.1
65.0,7.35,93.0,0,93.0,93.0,1.8
65.1,7.84,91.0,0,91.0,91.0,1.9
65.3,7.93,9.0,0,91.0,9.0,2.1
65.3,7.73,91.0,0,93.0,91.0,2.3
65.4,6.71,85.0,0,9.0,85.0,1.7
65.4,6.63,92.0,0,79.0,88.0,1.1
63.5,3.755,6.0,0,56.0,6.0,0.5
63.1,0.01,48.0,0,55.0,48.0,0.5
62.7,5.68,68.0,0,67.0,68.0,0.5
62.3,5.68,92.0,0,67.0,67.0,0.8
62.3,5.68,92.0,0,67.0,68.0,1.5
36.3,5.76,92.0,0,66.0,66.0,1.9
62.5,5.85,92.0,0,65.0,65.0,2.0
62.1,5.95,92.0,0,64.0,63.0,2.4
61.8,6.08,92.0,0,62.0,63.0,2.7
61.1,6.18,92.0,0,61.0,6.0,3.3
65.0,5.57,92.0,0,6.0,6.0,3.9
58.7,6.1,92.0,0,58.0,55.0,4.3
59.7,6.64,92.0,0,56.0,53.0,4.6
59.3,6.1,92.0,0,54.0,48.0,4.8
58.9,6.22,92.0,159,52.0,45.0,5.0
58.6,4.79,92.0,992,5.0,41.0,5.1
74.6,3.755,97.0,0,97.0,97.0,0.3
74.5,2.87,97.0,0,97.0,97.0,0.3
74.3,3.11,97.0,0,97.0,97.0,0.4
74.1,3.11,97.0,0,97.0,97.0,0.4
73.9,3.1,97.0,0,97.0,97.0,0.4
73.6,3.1,97.0,0,97.0,97.0,0.4
73.4,3.08,97.0,0,97.0,97.0,0.5
73.2,3.14,92.0,0,93.0,93.0,0.6
73.0,3.16,93.0,0,94.0,94.0,0.7
72.8,3.23,94.0,0,94.0,95.0,0.8
72.5,3.23,97.0,0,98.0,98.0,0.9
72.2,3.02,93.0,0,94.0,94.0,1.2
71.9,3.04,91.0,0,92.0,92.0,1.4
71.6,3.09,94.0,0,95.0,95.0,1.5
71.3,2.74,95.0,0,99.0,96.0,1.6
71.0,2.61,93.0,0,88.0,94.0,1.7
75.8,3.755,92.0,0,99.0,99.0,0.1
75.6,0.01,92.0,0,99.0,99.0,0.1
75.5,10.88,92.0,1,99.0,99.0,0.1
75.0,11.27,92.0,2,99.0,99.0,0.1
74.8,11.51,92.0,5,99.0,99.0,0.1
74.5,10.78,92.0,0,99.0,99.0,0.1
74.2,11.46,92.0,1,99.0,99.0,0.1
74.1,11.64,92.0,0,99.0,99.0,0.1
73.5,12.55,92.0,0,99.0,99.0,0.1
73.4,13.16,92.0,1,99.0,99.0,0.1
72.9,12.94,92.0,2,99.0,99.0,0.1
72.9,13.28,92.0,0,99.0,99.0,0.1
72.5,13.24,92.0,0,99.0,99.0,0.1
72.5,13.29,92.0,0,98.0,99.0,0.1
72.3,13.18,92.0,20,99.0,99.0,0.1
71.7,12.22,92.0,1,99.0,99.0,0.1
82.7,3.755,92.0,0,92.0,92.0,0.1
82.5,7.45,92.0,0,9.0,9.0,0.1
82.4,7.31,92.0,0,91.0,91.0,0.1
82.5,7.81,92.0,0,89.0,89.0,0.1
82.1,8.13,92.0,0,95.0,95.0,0.1
81.8,8.25,92.0,0,96.0,96.0,0.1
81.6,10.22,92.0,0,96.0,96.0,0.1
81.4,8.49,92.0,0,98.0,98.0,0.1
81.3,7.53,92.0,0,97.0,97.0,0.1
81.1,7.2,92.0,0,97.0,97.0,0.1
81.0,7.05,92.0,0,95.0,95.0,0.1
88.0,6.79,92.0,0,99.0,99.0,0.1
87.0,6.61,92.0,0,97.0,97.0,0.1
84.0,6.61,92.0,0,95.0,95.0,0.1
80.0,6.37,92.0,0,92.0,92.0,0.1
79.7,6.17,92.0,0,98.0,98.0,0.1
68.3,3.755,87.0,90387,86.0,87.0,0.2
68.0,3.07,79.0,79563,84.0,85.0,0.2
67.6,3.11,7.0,13822,82.0,83.0,0.2
67.3,3.1,73.0,18668,79.0,82.0,0.2
66.8,3.0,44.0,33634,79.0,82.0,0.2
66.4,2.77,38.0,31458,76.0,79.0,0.2
66.0,2.5,37.0,56188,73.0,74.0,0.2
65.5,1.93,29.0,44258,69.0,7.0,0.3
65.2,1.59,6.0,41144,67.0,64.0,0.3
64.8,1.37,6.0,64185,66.0,65.0,0.3
64.4,1.27,8.0,36711,65.0,65.0,0.3
64.0,1.2,6.0,55443,58.0,63.0,0.3
63.7,1.19,92.0,47147,57.0,61.0,0.3
63.3,1.1,92.0,40044,58.0,59.0,0.3
62.9,1.0,92.0,51780,58.0,59.0,0.3
62.5,0.93,92.0,38835,57.0,58.0,0.3
69.1,3.755,78.0,15099,8.0,78.0,0.3
68.9,0.09,78.0,12943,8.0,78.0,0.3
68.7,0.09,85.0,8419,86.0,85.0,0.3
68.5,0.08,83.0,15489,84.0,83.0,0.3
68.3,0.08,81.0,21893,81.0,81.0,0.3
68.1,0.08,83.0,18869,82.0,81.0,0.3
67.9,0.08,82.0,20818,85.0,78.0,0.3
67.7,0.07,82.0,15369,83.0,77.0,0.2
67.5,0.06,76.0,19456,77.0,73.0,0.2
67.3,0.06,66.0,20422,78.0,72.0,0.1
67.2,0.06,65.0,15853,79.0,72.0,0.1
65.3,0.06,64.0,29171,79.0,71.0,0.1
66.9,0.05,64.0,24457,8.0,71.0,0.1
66.7,0.05,63.0,14492,8.0,7.0,0.1
66.5,0.06,62.0,3825,77.0,76.0,0.1
66.3,0.06,65.0,3344,72.0,75.0,0.1
75.5,3.755,98.0,615,98.0,98.0,0.1
75.4,0.01,99.0,99,99.0,99.0,0.1
75.3,0.01,99.0,189,98.0,98.0,0.1
75.1,0.01,98.0,332,99.0,99.0,0.1
74.7,0.03,99.0,73,99.0,99.0,0.1
74.1,0.03,99.0,538,99.0,99.0,0.1
73.3,0.03,99.0,262,99.0,99.0,0.1
72.7,0.02,99.0,127,99.0,99.0,0.1
72.4,0.02,97.0,133,98.0,99.0,0.1
72.2,0.02,98.0,220,99.0,98.0,0.1
72.0,0.01,94.0,7,95.0,95.0,0.1
71.8,0.01,95.0,3,98.0,99.0,0.1
75.0,0.01,98.0,11644,99.0,99.0,0.1
71.2,0.01,99.0,9554,99.0,99.0,0.1
78.0,0.01,94.0,9582,95.0,96.0,0.1
73.0,0.01,99.0,11874,99.0,99.0,0.1
68.9,3.755,56.0,1433,63.0,58.0,0.1
67.9,0.01,62.0,1317,67.0,64.0,0.1
69.5,0.01,66.0,669,7.0,68.0,0.1
76.0,0.01,61.0,15,7.0,69.0,0.1
77.0,0.17,77.0,15,8.0,79.0,0.1
76.0,0.19,72.0,492,74.0,74.0,0.1
74.0,0.2,75.0,30328,78.0,78.0,0.1
69.3,0.17,66.0,5494,71.0,69.0,0.1
65.9,0.14,56.0,230,74.0,57.0,0.1
64.7,0.03,59.0,474,63.0,59.0,0.1
66.8,0.18,65.0,908,69.0,65.0,0.1
67.2,0.32,62.0,9081,69.0,74.0,0.1
66.5,0.07,63.0,0,73.0,75.0,0.1
74.0,0.15,65.0,0,76.0,77.0,0.1
72.0,0.17,66.0,4088,8.0,78.0,0.1
70.0,0.2,67.0,726,83.0,8.0,0.1
81.4,3.755,95.0,4,95.0,95.0,0.1
81.2,10.75,95.0,33,96.0,96.0,0.1
81.0,10.49,95.0,51,96.0,96.0,0.1
85.0,11.49,95.0,107,95.0,95.0,0.1
84.0,11.72,95.0,285,95.0,95.0,0.1
86.0,11.88,46.0,443,94.0,94.0,0.1
79.7,11.41,92.0,164,94.0,94.0,0.1
79.8,12.66,92.0,57,93.0,93.0,0.1
79.5,13.59,92.0,64,92.0,92.0,0.1
79.0,13.44,92.0,87,91.0,91.0,0.1
78.7,13.31,92.0,95,9.0,9.0,0.1
78.3,13.32,92.0,334,89.0,89.0,0.1
78.0,13.24,92.0,584,86.0,86.0,0.1
77.4,14.17,92.0,243,83.0,83.0,0.1
77.0,14.27,92.0,241,84.0,84.0,0.1
76.4,14.07,92.0,0,86.0,86.0,0.1
82.5,3.755,96.0,80,95.0,95.0,0.1
82.2,2.62,97.0,6,95.0,95.0,0.1
82.1,2.69,97.0,50,96.0,96.0,0.1
81.8,2.78,97.0,211,94.0,94.0,0.1
81.8,2.67,98.0,70,94.0,94.0,0.1
81.7,2.63,97.0,23,95.0,95.0,0.1
81.5,2.55,98.0,5,96.0,96.0,0.1
81.0,2.47,99.0,931,94.0,94.0,0.1
84.0,2.33,99.0,539,95.0,95.0,0.1
84.0,2.23,96.0,9,94.0,95.0,0.1
80.0,2.41,96.0,2,95.0,93.0,0.1
81.0,2.23,99.0,116,95.0,95.0,0.1
79.7,2.32,98.0,124,93.0,93.0,0.1
79.3,2.47,98.0,2,91.0,9.0,0.1
79.3,2.53,96.0,19,93.0,92.0,0.1
78.9,2.53,98.0,36,93.0,93.0,0.1
82.7,3.755,93.0,159,93.0,93.0,0.1
82.5,7.56,95.0,0,95.0,95.0,0.1
82.3,7.35,96.0,0,96.0,96.0,0.1
82.0,7.49,96.0,376,96.0,97.0,0.1
82.0,6.98,96.0,5189,96.0,96.0,0.1
81.8,6.95,96.0,372,96.0,96.0,0.1
81.6,7.25,96.0,351,96.0,96.0,0.1
81.5,7.96,96.0,1617,96.0,96.0,0.1
81.3,8.37,97.0,321,97.0,97.0,0.1
81.2,8.44,96.0,439,97.0,96.0,0.1
88.0,8.65,96.0,135,97.0,95.0,0.1
89.0,8.98,96.0,599,97.0,94.0,0.1
79.9,9.3,95.0,10982,97.0,96.0,0.1
80.0,9.25,95.0,9385,96.0,93.0,0.1
79.8,9.69,95.0,0,96.0,93.0,0.1
79.4,9.78,94.0,1457,97.0,87.0,0.1
76.2,3.755,91.0,0,91.0,91.0,0.5
75.8,3.83,92.0,0,93.0,92.0,0.5
75.6,3.79,93.0,0,86.0,93.0,0.6
75.3,3.65,96.0,0,96.0,96.0,0.5
75.2,3.58,92.0,1,93.0,92.0,0.6
75.0,3.55,94.0,0,94.0,94.0,0.5
74.7,3.33,9.0,0,9.0,9.0,0.6
74.5,3.51,92.0,2,91.0,91.0,0.4
74.2,3.64,92.0,0,94.0,92.0,0.9
74.0,3.63,97.0,0,99.0,95.0,1.5
73.5,3.59,99.0,0,99.0,99.0,1.9
73.3,3.67,98.0,0,97.0,98.0,2.3
73.1,3.48,36.0,0,99.0,96.0,2.3
73.0,3.76,92.0,0,99.0,99.0,2.3
72.7,3.89,92.0,0,99.0,99.0,2.2
72.6,3.46,92.0,0,95.0,93.0,2.2
83.7,3.755,92.0,35,99.0,96.0,0.1
83.5,0.01,92.0,462,99.0,96.0,0.1
83.5,7.55,92.0,229,99.0,96.0,0.1
83.3,7.39,92.0,228,99.0,97.0,0.1
82.5,7.39,92.0,434,96.0,97.0,0.1
83.0,6.9,92.0,450,98.0,97.0,0.1
83.0,7.09,92.0,741,99.0,97.0,0.1
82.7,7.11,92.0,11015,98.0,98.0,0.1
82.6,7.29,92.0,0,97.0,98.0,0.1
82.4,7.49,92.0,520,95.0,98.0,0.1
82.0,7.99,92.0,0,95.0,98.0,0.1
82.1,7.7,92.0,8752,97.0,99.0,0.1
81.9,7.83,92.0,8286,97.0,97.0,0.1
81.8,7.87,92.0,33812,89.0,96.0,0.1
81.5,8.03,92.0,22552,81.0,95.0,0.1
81.1,7.97,92.0,22497,98.0,85.0,0.1
74.1,3.755,99.0,0,99.0,99.0,0.1
74.0,0.41,98.0,20,98.0,98.0,0.1
73.9,0.4,98.0,120,98.0,98.0,0.1
73.7,0.41,98.0,3,98.0,98.0,0.1
73.6,0.43,98.0,0,98.0,98.0,0.1
73.4,0.51,98.0,0,98.0,98.0,0.1
73.3,0.59,98.0,0,98.0,98.0,0.1
73.1,0.61,97.0,2,98.0,97.0,0.1
73.0,0.6,98.0,41,98.0,98.0,0.1
72.8,0.59,98.0,1,98.0,98.0,0.1
72.4,0.55,95.0,28,95.0,95.0,0.1
72.5,0.54,95.0,21,95.0,95.0,0.1
72.3,0.54,97.0,76,97.0,97.0,0.1
72.1,0.54,95.0,19,95.0,95.0,0.1
71.9,0.55,97.0,61,97.0,99.0,0.1
71.7,0.49,93.0,32,94.0,91.0,0.1
72.0,3.755,98.0,526,98.0,98.0,0.1
69.9,6.29,95.0,321,95.0,95.0,0.1
69.5,6.48,99.0,73,98.0,98.0,0.1
69.1,6.82,95.0,55,98.0,99.0,0.1
68.5,6.63,99.0,127,99.0,99.0,0.1
67.8,6.83,99.0,4,98.0,99.0,0.1
67.8,6.64,99.0,0,99.0,98.0,0.1
66.6,7.6,99.0,20,99.0,99.0,0.1
65.3,7.44,94.0,13,94.0,93.0,0.1
65.0,7.08,99.0,109,99.0,99.0,0.1
64.6,6.94,94.0,16118,99.0,98.0,0.1
64.7,6.55,99.0,2204,99.0,82.0,0.1
64.4,6.58,99.0,24,99.0,99.0,0.1
64.7,5.99,95.0,18,95.0,95.0,0.1
64.4,5.75,95.0,94,95.0,95.0,0.1
63.9,6.0,99.0,245,96.0,97.0,0.1
63.4,3.755,89.0,95,83.0,89.0,2.8
62.9,0.01,92.0,354,93.0,92.0,2.9
62.6,1.84,93.0,190,94.0,87.0,3.0
62.1,1.81,94.0,0,94.0,94.0,3.0
61.2,1.8,96.0,2395,97.0,96.0,3.4
63.0,1.73,9.0,95,9.0,9.0,4.3
59.1,1.86,88.0,1218,89.0,88.0,5.0
57.9,1.71,88.0,1282,88.0,88.0,6.4
56.8,1.97,81.0,1516,76.0,81.0,9.1
55.3,1.76,8.0,1847,77.0,8.0,10.3
54.1,1.82,76.0,153,7.0,76.0,11.6
53.0,1.43,73.0,20,73.0,73.0,13.2
52.4,1.49,73.0,65,75.0,73.0,14.5
52.1,1.66,84.0,766,83.0,84.0,15.7
51.9,1.63,92.0,11304,77.0,8.0,16.9
51.9,1.51,92.0,21002,8.0,82.0,18.1
66.3,3.755,82.0,0,8.0,78.0,0.1
66.1,0.01,75.0,0,79.0,75.0,0.1
65.8,0.01,95.0,0,91.0,95.0,0.1
65.7,0.01,94.0,0,92.0,94.0,0.1
65.5,0.53,95.0,0,95.0,99.0,0.1
65.3,0.48,91.0,0,95.0,91.0,0.1
65.2,0.54,86.0,0,84.0,86.0,0.1
65.1,0.46,83.0,0,74.0,82.0,0.1
65.0,0.68,96.0,0,93.0,94.0,0.1
65.0,0.76,88.0,0,86.0,86.0,0.1
64.9,0.6,5.0,0,74.0,79.0,0.1
64.8,0.48,67.0,0,61.0,62.0,0.1
64.7,0.5,73.0,0,79.0,7.0,0.1
64.6,0.49,79.0,0,96.0,77.0,0.1
64.3,0.6,85.0,0,88.0,85.0,0.1
64.1,0.46,9.0,0,9.0,9.0,0.1
74.7,3.755,99.0,18,99.0,99.0,0.1
74.6,0.01,96.0,55,94.0,95.0,0.1
74.5,0.01,99.0,62,99.0,99.0,0.1
74.3,0.01,98.0,27,98.0,98.0,0.1
74.2,0.02,99.0,32,99.0,99.0,0.1
74.0,0.01,99.0,13,98.0,98.0,0.1
73.9,0.1,99.0,0,99.0,99.0,0.1
73.8,0.03,99.0,0,99.0,99.0,0.1
73.7,0.03,99.0,0,99.0,99.0,0.1
73.6,0.01,99.0,0,99.0,99.0,0.1
73.6,0.01,99.0,10,99.0,99.0,0.1
73.5,0.02,94.0,23,98.0,98.0,0.1
73.4,0.03,99.0,0,99.0,99.0,0.1
73.3,0.01,99.0,0,99.0,99.0,0.1
73.2,0.01,99.0,0,99.0,99.0,0.1
73.2,0.01,95.0,6,94.0,98.0,0.1
71.1,3.755,97.0,17779,97.0,97.0,0.1
78.0,0.01,96.0,318,95.0,96.0,0.1
77.0,0.01,97.0,1,97.0,97.0,0.1
69.9,0.01,96.0,0,94.0,96.0,0.1
69.4,3.28,96.0,222,94.0,96.0,0.2
68.8,2.73,96.0,0,88.0,96.0,0.1
68.5,2.39,96.0,1,96.0,95.0,0.1
67.6,2.53,97.0,16,95.0,95.0,0.2
67.2,2.77,94.0,40,94.0,94.0,0.1
66.7,2.48,9.0,27,93.0,92.0,0.1
66.9,2.81,97.0,53,98.0,98.0,0.1
67.1,3.41,99.0,8,98.0,99.0,0.1
66.6,3.52,99.0,6,98.0,98.0,0.1
66.7,3.31,99.0,2,99.0,98.0,0.1
67.2,2.62,57.0,17,99.0,99.0,0.1
66.6,2.13,44.0,16,99.0,99.0,0.1
65.7,3.755,89.0,56,89.0,89.0,0.2
65.3,0.01,88.0,339,88.0,88.0,0.2
64.9,0.01,87.0,71,86.0,87.0,0.3
64.4,0.01,79.0,32,78.0,79.0,0.3
64.0,5.39,78.0,113,79.0,78.0,0.3
63.6,5.95,74.0,153,76.0,74.0,0.3
63.1,5.18,67.0,78,67.0,67.0,0.2
62.6,5.1,61.0,174,6.0,61.0,0.2
62.1,5.0,5.0,1678,46.0,5.0,0.2
61.5,3.69,57.0,58,56.0,57.0,0.2
61.0,3.68,49.0,295,5.0,49.0,0.2
64.0,3.53,45.0,1491,46.0,45.0,0.2
59.8,3.41,5.0,1810,52.0,49.0,0.1
59.3,3.33,92.0,2070,55.0,53.0,0.1
58.7,3.13,92.0,94,55.0,52.0,0.1
58.1,5.16,92.0,332,57.0,51.0,0.1
74.6,3.755,94.0,0,95.0,95.0,0.1
74.4,0.01,92.0,36,92.0,92.0,0.1
74.1,10.37,94.0,0,94.0,94.0,0.1
73.8,10.21,9.0,3,91.0,91.0,0.1
73.6,10.14,89.0,1,92.0,92.0,0.1
72.8,9.8,91.0,0,92.0,92.0,0.1
72.6,9.85,92.0,0,94.0,94.0,0.1
71.9,11.84,93.0,3,94.0,94.0,0.1
78.0,12.12,91.0,0,94.0,94.0,0.1
75.0,10.4,94.0,7,96.0,96.0,0.1
76.0,9.92,99.0,2,99.0,99.0,0.1
71.0,8.81,98.0,0,99.0,99.0,0.1
78.0,8.24,98.0,0,98.0,98.0,0.1
73.0,7.44,98.0,0,98.0,97.0,0.1
69.9,6.68,96.0,1,97.0,97.0,0.1
71.0,7.13,95.0,0,96.0,96.0,0.1
74.9,3.755,81.0,39,75.0,81.0,0.1
74.8,1.32,81.0,112,75.0,81.0,0.1
74.9,1.29,81.0,1761,75.0,81.0,0.1
75.0,1.53,81.0,9,75.0,81.0,0.1
75.0,1.57,81.0,9,75.0,81.0,0.1
74.9,1.58,81.0,12,75.0,81.0,0.1
74.7,1.62,81.0,22,75.0,81.0,0.1
74.5,1.67,81.0,24,75.0,81.0,0.1
74.4,1.72,8.0,373,75.0,8.0,0.1
74.1,1.82,78.0,956,75.0,78.0,0.1
73.9,1.94,77.0,618,74.0,77.0,0.1
73.7,2.1,75.0,213,74.0,75.0,0.1
73.5,2.19,74.0,526,74.0,74.0,0.1
73.2,1.98,77.0,36,77.0,77.0,0.1
73.0,2.19,8.0,8,8.0,8.0,0.1
72.7,2.26,83.0,5,83.0,83.0,0.1
53.7,3.755,93.0,0,9.0,93.0,9.3
52.1,0.01,93.0,0,9.0,93.0,9.4
52.1,0.01,93.0,516,9.0,93.0,9.6
52.2,0.01,95.0,179,93.0,95.0,9.0
52.3,2.39,96.0,172,95.0,96.0,10.5
51.1,2.71,93.0,2488,92.0,93.0,13.4
49.4,2.75,91.0,0,89.0,91.0,18.2
47.8,2.75,88.0,0,86.0,88.0,27.3
46.2,2.69,9.0,2,87.0,88.0,30.0
45.3,2.61,91.0,1,88.0,89.0,34.1
44.5,2.67,87.0,0,88.0,89.0,34.8
44.8,1.8,6.0,31,89.0,9.0,34.6
45.5,1.99,17.0,1,9.0,9.0,33.8
46.4,2.95,92.0,0,84.0,84.0,32.5
47.8,2.86,92.0,217,78.0,78.0,31.2
49.3,3.1,92.0,660,82.0,83.0,29.8
61.4,3.755,52.0,1060,52.0,52.0,0.9
58.1,0.01,5.0,34,49.0,5.0,0.9
61.1,0.01,76.0,0,75.0,76.0,1.1
67.0,0.01,8.0,43,8.0,8.0,1.2
62.0,3.72,77.0,279,77.0,77.0,1.5
59.7,3.64,47.0,2200,71.0,7.0,1.8
59.2,3.75,64.0,6,84.0,81.0,2.1
58.6,3.88,64.0,1,79.0,75.0,2.4
57.9,4.03,92.0,1,67.0,65.0,2.8
56.7,4.05,92.0,20,66.0,6.0,3.0
55.3,4.19,92.0,8,66.0,6.0,3.1
54.0,4.24,92.0,4,47.0,31.0,3.2
50.0,4.21,92.0,142,49.0,35.0,3.2
56.0,4.27,92.0,131,51.0,39.0,3.1
51.5,4.4,92.0,1379,54.0,42.0,3.1
51.9,4.46,92.0,5977,56.0,46.0,3.1
72.7,3.755,97.0,82,97.0,97.0,0.1
72.4,0.01,94.0,372,94.0,94.0,0.1
72.9,0.01,96.0,0,96.0,96.0,0.1
72.9,0.01,98.0,320,98.0,98.0,0.1
71.3,0.01,98.0,0,98.0,98.0,0.1
72.8,0.01,98.0,0,98.0,98.0,0.1
72.7,0.01,98.0,329,98.0,98.0,0.1
72.6,0.01,98.0,8,98.0,98.0,0.1
72.5,0.01,98.0,59,98.0,98.0,0.1
72.2,0.01,98.0,1,98.0,98.0,0.1
71.9,0.01,97.0,292,98.0,98.0,0.1
71.5,0.01,99.0,2771,97.0,97.0,0.1
71.3,0.01,96.0,0,95.0,95.0,0.1
71.1,0.01,91.0,3890,93.0,93.0,0.1
71.0,0.01,93.0,633,94.0,94.0,0.1
78.0,0.01,92.0,0,94.0,94.0,0.1
73.6,3.755,94.0,50,93.0,93.0,0.1
73.4,15.19,94.0,11,93.0,93.0,0.1
73.0,15.04,93.0,35,93.0,93.0,0.1
73.0,15.14,93.0,0,93.0,93.0,0.1
72.8,12.66,95.0,7,92.0,92.0,0.1
72.4,12.9,94.0,2,95.0,95.0,0.1
72.2,12.4,95.0,0,98.0,98.0,0.1
71.1,13.3,96.0,1,96.0,96.0,0.1
72.0,13.4,96.0,0,95.0,95.0,0.1
76.0,12.7,95.0,1,94.0,94.0,0.1
78.0,12.3,95.0,1,93.0,94.0,0.1
71.6,12.1,94.0,1,9.0,94.0,0.1
71.6,11.29,95.0,1,91.0,94.0,0.1
71.4,11.0,94.0,103,97.0,95.0,0.1
71.2,10.2,95.0,7,97.0,95.0,0.1
71.6,9.87,98.0,19,92.0,94.0,0.1
82.0,3.755,94.0,0,99.0,99.0,0.1
81.7,11.12,94.0,0,99.0,99.0,0.1
81.4,11.02,94.0,0,99.0,99.0,0.1
81.1,11.34,94.0,2,99.0,99.0,0.1
88.0,11.5,95.0,6,96.0,99.0,0.1
86.0,11.36,94.0,0,96.0,99.0,0.1
83.0,11.42,95.0,0,96.0,99.0,0.1
80.0,11.53,94.0,1,96.0,99.0,0.1
79.7,11.75,87.0,0,96.0,99.0,0.1
79.4,11.98,95.0,8,99.0,99.0,0.1
78.8,11.84,95.0,0,99.0,99.0,0.1
78.7,12.42,94.0,0,99.0,99.0,0.1
78.6,12.61,95.0,1,99.0,98.0,0.1
78.3,12.91,95.0,0,99.0,99.0,0.1
78.0,12.89,86.0,0,99.0,99.0,0.1
77.8,13.14,77.0,0,99.0,99.0,0.1
65.5,3.755,69.0,3,71.0,69.0,0.3
65.1,0.01,73.0,3,73.0,73.0,0.3
64.7,0.87,74.0,6,73.0,74.0,0.4
64.3,0.87,7.0,2,71.0,7.0,0.4
63.8,0.97,73.0,0,73.0,73.0,0.4
63.3,1.03,7.0,1,7.0,7.0,0.5
62.8,0.91,77.0,0,76.0,77.0,0.5
62.3,0.68,77.0,3,77.0,77.0,0.5
61.9,0.71,84.0,0,83.0,84.0,0.6
61.4,0.68,82.0,2,83.0,85.0,0.6
69.0,0.72,81.0,0,8.0,85.0,0.6
64.0,0.81,71.0,35558,74.0,78.0,0.6
59.9,0.93,61.0,62233,65.0,66.0,0.7
59.3,0.9,51.0,10795,61.0,62.0,0.7
58.7,1.05,92.0,9357,6.0,6.0,0.7
57.9,1.16,92.0,35256,58.0,57.0,0.6
58.3,3.755,88.0,0,88.0,88.0,4.8
57.6,0.01,91.0,3,87.0,91.0,5.1
56.7,0.01,89.0,1,89.0,89.0,6.3
55.3,0.01,96.0,11,95.0,96.0,8.3
54.1,1.23,97.0,26,97.0,97.0,11.2
52.9,1.08,93.0,118712,86.0,93.0,13.7
51.5,1.16,93.0,21,93.0,93.0,14.9
50.0,1.27,91.0,20,92.0,91.0,16.9
48.5,1.18,87.0,143,88.0,87.0,19.3
47.1,1.18,99.0,1,99.0,99.0,21.1
46.0,1.04,93.0,184,94.0,93.0,22.4
45.1,1.11,89.0,1116,94.0,89.0,23.4
44.6,1.08,84.0,167,85.0,84.0,24.2
44.0,1.1,64.0,92,79.0,64.0,24.7
43.5,1.15,92.0,150,86.0,9.0,25.1
43.1,1.18,92.0,304,73.0,75.0,25.5
75.0,3.755,99.0,1318,99.0,99.0,0.1
74.8,0.52,96.0,221,97.0,97.0,0.1
74.6,0.53,96.0,195,97.0,97.0,0.1
74.5,0.53,97.0,1868,97.0,97.0,0.1
74.3,0.51,96.0,1569,96.0,96.0,0.1
74.1,0.49,96.0,73,96.0,96.0,0.1
74.0,0.47,96.0,153,97.0,97.0,0.1
73.8,0.47,97.0,334,97.0,97.0,0.1
73.7,0.43,96.0,394,97.0,97.0,0.1
73.6,0.42,95.0,564,95.0,95.0,0.1
73.4,0.46,96.0,1407,96.0,96.0,0.1
73.2,0.49,94.0,5729,95.0,95.0,0.1
